table_name,column_name,exclusion_category,reason,source_file,recommended_next_action
_stg_yichang_river_counts,layer_inserted,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_counts,layer_updated,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_counts,asset_inserted,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_counts,asset_updated,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_counts,skipped,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,gid,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,OBJECTID,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Nextdown,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,MAINRIVID,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Hydrocount,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Rclass,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Rlenth,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Hydrolenth,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Rcatch,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,TCatch,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Rname,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Shape_Leng,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,RiverID,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,RclassDISP,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,OSMratio,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,GRITratio,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,Hydroratio,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,NameList,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,OrignCNT,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,SEG_ID,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,LEN,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,FLIPPED,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,FROM_Z,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,TO_Z,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,STR_ORD,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,SHR_ORD,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_import,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
_stg_yichang_river_std,gid,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,river_code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
_stg_yichang_river_std,river_name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
_stg_yichang_river_std,next_down,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,river_class,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,length_km,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,from_z,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,to_z,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
_stg_yichang_river_std,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
_stg_yichang_river_std,metadata_json,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
ad_dict,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
ad_dict,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
ad_dict,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
ad_dict,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
ad_dict,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
day_quality_setting,span_value,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
day_quality_setting,zero_standard_value,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
day_quality_setting,span_standard_value,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,ecological_region_name,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,ecological_region_code,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,address,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,population,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,type,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,service_target,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,area,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,ecosystem_vegetation,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,human_activities,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,environment_problems,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,control_measures,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_ecologicalregion,remark,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_ecologicalregion,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,headwaters_name,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_headwaters,headwaters_code,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_headwaters,address,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,level,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,type,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,water_intake_quantity,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_headwaters,water_supply_population,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_headwaters,is_protect_region,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_headwaters,remark,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_headwaters,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,nature_reserve_name,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,nature_reserve_code,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,address,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,geom,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,department,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,type,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,level,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,protect_target,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,total_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,core_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,buffer_area,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,manage_org_name,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,manage_org_type,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,manage_org_level,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,population,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,first_protect_animals,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,second_protect_animals,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,first_protect_plants,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,second_protect_plants,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_naturereserve,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_naturereserve,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_poi,create_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_poi,update_time,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_poi,del_flag,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_poi,create_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_poi,update_by,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,region_code,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,region_name,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,control_unit_id,missing_comment,字段无注释,missing_comments.csv,等待DBA/业务方确认后手工补注释
gis_region,region_level,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
gis_region,parent_code,unsafe_no_evidence,C档：库内无同名字段注释可参考，无法安全推断,unsafe_unfilled_columns.csv,需业务方逐字段确认含义后手工补注释
